"CLAVE","CVE_GEOEST","INDICE","NOM_LOC","NOM_MUN","CAT_POLI","ORI_MODIF"
"824","010011078","6","","","","Pasa al municipio San Francisco de los Romo 011 con clave 0068."
"824","010011078","7","San Pedro Victoria (San Pedro Victoria de Arriba)","Aguascalientes","Indefinida","Conteo de 1995."
"824","010011078","8","","","","Baja de la localidad."
"825","010011079","1","San Juan","Aguascalientes","Indefinida","Censo de 1990."
"825","010011079","2","","","","Localidad con una vivienda."
"825","010011079","3","San Juan","Aguascalientes","","Decreto No. 162 del 30 de enero de 1992."
"825","010011079","4","","","","Pasa al municipio San Francisco de los Romo 011 con clave 0065."
"825","010011079","5","San Juan","Aguascalientes","Indefinida","Conteo de 1995."
"825","010011079","6","","","","Baja de la localidad."
"826","010011080","1","San Isidro de los Esparza","Aguascalientes","Indefinida","Censo de 1990."
"826","010011080","2","","","","Localidad con una vivienda."
"826","010011080","3","San Isidro de los Esparza","Aguascalientes","Indefinida","Conteo de 1995."
"826","010011080","4","","","","Localidad con una vivienda."
"826","010011080","5","San Isidro de los Esparza","Aguascalientes","Indefinida","Censo de 2000."
"826","010011080","6","San Isidro de los Esparza","Aguascalientes","Indefinida","Conteo de 2005."
"826","010011080","7","San Isidro de los Esparza","Aguascalientes","Indefinida","Censo de 2010."
"827","010011081","1","San Román","Aguascalientes","Indefinida","Censo de 1990."
"827","010011081","2","","","","Localidad con una vivienda."
"827","010011081","3","San Román","Aguascalientes","Indefinida","Conteo de 1995."
"827","010011081","4","","","","Baja de la localidad."
"828","010011082","1","San Antonio de Montoya","Aguascalientes","Rancho","Censo de 1921."
"828","010011082","2","San Antonio de Montoya","Aguascalientes","Rancho","Censo de 1930."
"828","010011082","3","San Antonio de Montoya","Aguascalientes","Rancho","Censo de 1940."
"828","010011082","4","San Antonio de Montoya","Aguascalientes","Rancho","Censo de 1950."
"828","010011082","5","San Antonio de Montoya","Aguascalientes","Rancho","Censo de 1960."
"828","010011082","6","","","","Localidad no habitada."
"828","010011082","7","San Antonio de Montoya","Aguascalientes","Rancho","Censo de 1970."
"828","010011082","8","","","","Baja de la localidad."
"828","010011082","9","San Antonio de Montoya","Aguascalientes","Indefinida","Censo de 1990."
"828","010011082","10","","","","Localidad rehabilitada."
"828","010011082","11","","","","Localidad con dos viviendas."
"828","010011082","12","San Antonio de Montoya","Aguascalientes","","Decreto No. 162 del 30 de enero de 1992."
"828","010011082","13","","","","Pasa al municipio El Llano 010 con clave 0078."
"828","010011082","14","San Antonio de Montoya","Aguascalientes","Indefinida","Conteo de 1995."
"828","010011082","15","","","","Baja de la localidad."
"829","010011083","1","San Isidro","Aguascalientes","Indefinida","Censo de 1990."
"829","010011083","2","","","","Localidad con dos viviendas."
"829","010011083","3","San Isidro (La Estación)","Aguascalientes","Indefinida","Conteo de 1995."
"829","010011083","4","San Isidro (La Estación)","Aguascalientes","Indefinida","Censo de 2000."
"829","010011083","5","San Isidro (La Estación)","Aguascalientes","Indefinida","Conteo de 2005."
"829","010011083","6","San Isidro [La Estación]","Aguascalientes","Indefinida","Censo de 2010."
"830","010011084","1","San Martín","Aguascalientes","Indefinida","Censo de 1990."
"830","010011084","2","","","","Localidad con una vivienda."
"830","010011084","3","San Martín","Aguascalientes","","Decreto No. 162 del 30 de enero de 1992."
"830","010011084","4","","","","Pasa al municipio El Llano 010 con clave 0092."
"830","010011084","5","San Martín","Aguascalientes","Indefinida","Conteo de 1995."
"830","010011084","6","","","","Baja de la localidad."
"831","010011085","1","San Matías","Aguascalientes","Indefinida","Censo de 1990."
"831","010011085","2","","","","Localidad con una vivienda."
"831","010011085","3","San Cristóbal","Aguascalientes","Indefinida","Conteo de 1995."
"831","010011085","4","","","","Cambio de nombre de la localidad."
"831","010011085","5","","","","Localidad con dos viviendas."
"831","010011085","6","San Cristóbal","Aguascalientes","Indefinida","Censo de 2000."
"831","010011085","7","San Cristóbal","Aguascalientes","Indefinida","Conteo de 2005."
"831","010011085","8","San Cristóbal","Aguascalientes","Indefinida","Censo de 2010."
"832","010011086","1","San Nicolás de Abajo","Aguascalientes","Rancho","Censo de 1910."
"832","010011086","2","San Nicolás de Abajo","Aguascalientes","Rancho","Censo de 1921."
"832","010011086","3","San Nicolás de Abajo (De las Cumbres)","Aguascalientes","Rancho","Censo de 1930."
"832","010011086","4","San Nicolás de Abajo (De las Cumbres)","Aguascalientes","Rancho","Censo de 1940."
"832","010011086","5","San Nicolás de Abajo (De las Cumbres)","Aguascalientes","Rancho","Censo de 1950."
"832","010011086","6","San Nicolás de Abajo (De las Cumbres)","Aguascalientes","Rancho","Censo de 1960."
"832","010011086","7","","","","Localidad no habitada."
"832","010011086","8","San Nicolás de Abajo (De las Cumbres)","Aguascalientes","Rancho","Censo de 1970."
"832","010011086","9","","","","Baja de la localidad."
"832","010011086","10","San Nicolás de Abajo","Aguascalientes","Indefinida","Censo de 1990."
"832","010011086","11","","","","Localidad rehabilitada."
"832","010011086","12","San Nicolás de Enmedio","Aguascalientes","Indefinida","Conteo de 1995."
"832","010011086","13","","","","Cambio de nombre de la localidad."
"832","010011086","14","","","","Localidad con una vivienda."
"832","010011086","15","San Nicolás de Enmedio","Aguascalientes","Indefinida","Censo de 2000."
"832","010011086","16","San Nicolás de Enmedio","Aguascalientes","Indefinida","Conteo de 2005."
"832","010011086","17","San Nicolás de en Medio","Aguascalientes","Indefinida","Censo de 2010."
"833","010011087","1","San Sebastián","Aguascalientes","Indefinida","Censo de 1990."
"833","010011087","2","","","","Localidad con una vivienda."
"833","010011087","3","San Sebastián","Aguascalientes","","Decreto No. 162 del 30 de enero de 1992."
"833","010011087","4","","","","Pasa al municipio El Llano 010 con clave 0099."
"833","010011087","5","San Sebastián","Aguascalientes","Indefinida","Conteo de 1995."
"833","010011087","6","","","","Baja de la localidad."
"834","010011088","1","San Isidro Chico","Aguascalientes","Indefinida","Censo de 1990."
"834","010011088","2","","","","Localidad con dos viviendas."
"834","010011088","3","San Isidro Chico","Aguascalientes","","Decreto No. 162 del 30 de enero de 1992."
"834","010011088","4","","","","Pasa al municipio El Llano 010 con clave 0086."
"834","010011088","5","San Isidro Chico","Aguascalientes","Indefinida","Conteo de 1995."
"834","010011088","6","","","","Baja de la localidad."
"835","010011089","1","San Pedro","Aguascalientes","Indefinida","Censo de 1990."
"835","010011089","2","","","","Localidad con una vivienda."
"835","010011089","3","San Pedro","Aguascalientes","","Decreto No. 162 del 30 de enero de 1992."
"835","010011089","4","","","","Pasa al municipio El Llano 010 con clave 0095."
"835","010011089","5","San Pedro","Aguascalientes","Indefinida","Conteo de 1995."
"835","010011089","6","","","","Baja de la localidad."
"836","010011090","1","San Ramón","Aguascalientes","Indefinida","Censo de 1990."
"836","010011090","2","San Ramón","Aguascalientes","","Decreto No. 162 del 30 de enero de 1992."
"836","010011090","3","","","","Pasa al municipio El Llano 010 con clave 0098."
"836","010011090","4","San Ramón","Aguascalientes","Indefinida","Conteo de 1995."
"836","010011090","5","","","","Baja de la localidad."
"837","010011092","1","San José del Cono","Aguascalientes","Rancho","Censo de 1960."
"837","010011092","2","San José del Cono","Aguascalientes","Rancho","Censo de 1970."
"837","010011092","3","","","","Hasta este evento estuvo registrada con clave 010010391."
"837","010011092","4","San José del Cono","Aguascalientes","Rancho","Censo de 1980."
"837","010011092","5","","","","Baja de la localidad."
"837","010011092","6","San José del Cono","Aguascalientes","Indefinida","Censo de 1990."
"837","010011092","7","","","","Localidad rehabilitada."
"837","010011092","8","","","","Localidad con una vivienda."
"837","010011092","9","","","","A partir de este evento cambia a la clave 010011092."
"837","010011092","10","San José del Cono","Aguascalientes","Indefinida","Conteo de 1995."
"837","010011092","11","","","","Localidad con una vivienda."
"837","010011092","12","San José del Cono","Aguascalientes","Indefinida","Censo de 2000."
"837","010011092","13","San José del Cono","Aguascalientes","Indefinida","Conteo de 2005."
"837","010011092","14","San José del Cono","Aguascalientes","Indefinida","Censo de 2010."
"838","010011093","1","San Isidro","Aguascalientes","Indefinida","Censo de 1990."
"838","010011093","2","San Isidro","Aguascalientes","Indefinida","Conteo de 1995."
"838","010011093","3","","","","Baja de la localidad."
"839","010011094","1","San Isidro","Aguascalientes","Rancho","Censo de 1900."
"839","010011094","2","San Isidro el Chico","Aguascalientes","Rancho","Censo de 1910."
"839","010011094","3","","","","Cambio de nombre de la localidad."
"839","010011094","4","San Isidro 1ro.","Aguascalientes","Rancho","Censo de 1921."
"839","010011094","5","","","","Cambio de nombre de la localidad."
"839","010011094","6","San Isidro 1ro.","Aguascalientes","Rancho","Censo de 1930."
"839","010011094","7","San Isidro de Arriba","Aguascalientes","Rancho","Censo de 1940."
"839","010011094","8","","","","Cambio de nombre de la localidad."
"839","010011094","9","San Isidro de Arriba","Aguascalientes","Rancho","Censo de 1950."
"839","010011094","10","San Isidro de Arriba","Aguascalientes","Rancho","Censo de 1960."
"839","010011094","11","San Isidro","Aguascalientes","Rancho","Censo de 1970."
"839","010011094","12","","","","Cambio de nombre de la localidad."
"839","010011094","13","San Isidro","Aguascalientes","Rancho","Censo de 1980."
"839","010011094","14","","","","Hasta este evento estuvo registrada con clave 010010383."
"839","010011094","15","San Isidro","Aguascalientes","Indefinida","Censo de 1990."
"839","010011094","16","","","","A partir de este evento cambia a la clave 010011094."
"839","010011094","17","San Isidro","Aguascalientes","Indefinida","Conteo de 1995."
"839","010011094","18","","","","Baja de la localidad."
"839","010011094","19","San Isidro","Aguascalientes","Indefinida","Conteo de 2005."
"839","010011094","20","","","","Localidad rehabilitada."
"839","010011094","21","San Isidro","Aguascalientes","Indefinida","Censo de 2010."
"840","010011096","1","San Felipe","Aguascalientes","Indefinida","Censo de 1990."
"840","010011096","2","","","","Localidad con dos viviendas."
"840","010011096","3","Rancho San Felipe","Aguascalientes","Indefinida","Conteo de 1995."
"840","010011096","4","","","","Cambio de nombre de la localidad."
"840","010011096","5","","","","Localidad con una vivienda."
"840","010011096","6","Rancho San Felipe","Aguascalientes","Indefinida","Censo de 2000."
"840","010011096","7","Rancho San Felipe","Aguascalientes","Indefinida","Conteo de 2005."
"840","010011096","8","","","","Baja de la localidad."
"841","010011097","1","San José","Aguascalientes","Indefinida","Censo de 1990."
"841","010011097","2","San José","Aguascalientes","Indefinida","Conteo de 1995."
"841","010011097","3","San José","Aguascalientes","Indefinida","Censo de 2000."
"841","010011097","4","San José","Aguascalientes","Indefinida","Conteo de 2005."
"841","010011097","5","San José","Aguascalientes","Indefinida","Censo de 2010."
"842","010011098","1","San Martín","Aguascalientes","Indefinida","Censo de 1990."
"842","010011098","2","San Martín","Aguascalientes","Indefinida","Conteo de 1995."
"842","010011098","3","San Martín","Aguascalientes","Indefinida","Censo de 2000."
"842","010011098","4","San Martín","Aguascalientes","Indefinida","Conteo de 2005."
"842","010011098","5","San Martín","Aguascalientes","Indefinida","Censo de 2010."
"843","010011099","1","San Isidro (Granja Santa Anita)","Aguascalientes","Indefinida","Conteo de 1995."
"843","010011099","2","San Isidro (Granja Santa Anita)","Aguascalientes","Indefinida","Censo de 2000."
"843","010011099","3","San Isidro (Granja Santa Anita)","Aguascalientes","Indefinida","Conteo de 2005."
"843","010011099","4","San Isidro (Granja Santa Anita)","Aguascalientes","Indefinida","Censo de 2010."
"844","010011100","1","San José del Río","Aguascalientes","Indefinida","Censo de 1990."
"844","010011100","2","","","","Localidad con una vivienda."
"844","010011100","3","San José del Río","Aguascalientes","Indefinida","Conteo de 1995."
"844","010011100","4","","","","Localidad con dos viviendas."
"844","010011100","5","San José del Río","Aguascalientes","Indefinida","Censo de 2000."
"844","010011100","6","San José del Río","Aguascalientes","Indefinida","Conteo de 2005."
"844","010011100","7","San José del Río","Aguascalientes","Indefinida","Censo de 2010."
"844","010011100","8","","","","Localidad no habitada."
"845","010011101","1","San Miguel","Aguascalientes","Indefinida","Censo de 2000."
"845","010011101","2","San Miguel","Aguascalientes","Indefinida","Conteo de 2005."
"845","010011101","3","San Miguel","Aguascalientes","Indefinida","Censo de 2010."
"846","010011102","1","San Andrés","Aguascalientes","Rancho","Censo de 1970."
"846","010011102","2","San Andrés","Aguascalientes","Rancho","Censo de 1980."
"846","010011102","3","","","","Hasta este evento estuvo registrada con clave 010010360."
"846","010011102","4","San Andrés","Aguascalientes","Indefinida","Censo de 1990."
"846","010011102","5","","","","A partir de este evento cambia a la clave 010011102."
"846","010011102","6","San Andrés","Aguascalientes","Indefinida","Conteo de 1995."
"846","010011102","7","","","","Localidad con dos viviendas."
"846","010011102","8","San Andrés","Aguascalientes","Indefinida","Censo de 2000."
"846","010011102","9","San Andrés","Aguascalientes","Indefinida","Conteo de 2005."
"846","010011102","10","San Andrés","Aguascalientes","Indefinida","Censo de 2010."
"847","010011103","1","San Felipe 2da. Sección","Aguascalientes","Indefinida","Censo de 1990."
"847","010011103","2","","","","Localidad con una vivienda."
"847","010011103","3","Viñedos San Felipe 2da. Sección","Aguascalientes","Indefinida","Conteo de 1995."
"847","010011103","4","","","","Cambio de nombre de la localidad."
"847","010011103","5","","","","Localidad con una vivienda."
"847","010011103","6","Viñedos San Felipe 2da. Sección","Aguascalientes","Indefinida","Censo de 2000."
"847","010011103","7","Viñedos San Felipe 2da. Sección","Aguascalientes","Indefinida","Conteo de 2005."
"847","010011103","8","Viñedos San Felipe 2da. Sección","Aguascalientes","Indefinida","Censo de 2010."
"848","010011104","1","San Judas","Aguascalientes","Indefinida","Censo de 1990."
"848","010011104","2","","","","Localidad con una vivienda."
"848","010011104","3","San Judas","Aguascalientes","Indefinida","Conteo de 1995."
"848","010011104","4","San Judas","Aguascalientes","Indefinida","Censo de 2000."
"848","010011104","5","San Judas","Aguascalientes","Indefinida","Conteo de 2005."
"848","010011104","6","San Judas","Aguascalientes","Indefinida","Censo de 2010."
"849","010011105","1","San Nicolás","Aguascalientes","Indefinida","Censo de 1990."
"849","010011105","2","","","","Localidad con dos viviendas."
"849","010011105","3","San Nicolás de la Cantera","Aguascalientes","Indefinida","Conteo de 1995."
"849","010011105","4","","","","Cambio de nombre de la localidad."
"849","010011105","5","","","","Localidad con dos viviendas."
"849","010011105","6","San Nicolás de la Cantera","Aguascalientes","Indefinida","Censo de 2000."
"849","010011105","7","San Nicolás de la Cantera","Aguascalientes","Indefinida","Conteo de 2005."
"849","010011105","8","San Nicolás de la Cantera","Aguascalientes","Indefinida","Censo de 2010."
"850","010011109","1","Santa Cruz","Aguascalientes","Indefinida","Censo de 1990."
"850","010011109","2","","","","Localidad con una vivienda."
"850","010011109","3","La Santa Cruz","Aguascalientes","Indefinida","Conteo de 1995."
"850","010011109","4","","","","Localidad con una vivienda."
"850","010011109","5","La Santa Cruz","Aguascalientes","Indefinida","Censo de 2000."
"850","010011109","6","La Santa Cruz","Aguascalientes","Indefinida","Conteo de 2005."
"850","010011109","7","La Santa Cruz","Aguascalientes","Indefinida","Censo de 2010."
"851","010011110","1","Santa Elena","Aguascalientes","Indefinida","Censo de 1990."
"851","010011110","2","","","","Localidad con dos viviendas."
"851","010011110","3","Santa Elena","Aguascalientes","","Decreto No. 162 del 30 de enero de 1992."
"851","010011110","4","","","","Pasa al municipio El Llano 010 con clave 0101."
"851","010011110","5","Santa Elena","Aguascalientes","Indefinida","Conteo de 1995."
"851","010011110","6","","","","Baja de la localidad."
"852","010011112","1","Santa Elena 1ro.","Aguascalientes","Rancho","Censo de 1921."
"852","010011112","2","Santa Elena 1ro.","Aguascalientes","Rancho","Censo de 1930."
"852","010011112","3","Santa Elena (Troje de Signoret)","Aguascalientes","Rancho","Censo de 1940."
"852","010011112","4","Santa Elena (Troje de Signoret)","Aguascalientes","Rancho","Censo de 1950."
"852","010011112","5","Santa Elena (Troje de Signoret)","Aguascalientes","Rancho","Censo de 1960."
"852","010011112","6","Santa Elena","Aguascalientes","Rancho","Censo de 1970."
"852","010011112","7","","","","Localidad no habitada."
"852","010011112","8","Santa Elena","Aguascalientes","Rancho","Censo de 1980."
"852","010011112","9","","","","Hasta este evento estuvo registrada con clave 010010425."
"852","010011112","10","Santa Elena","Aguascalientes","Indefinida","Censo de 1990."
"852","010011112","11","","","","A partir de este evento cambia a la clave 010011112."
"852","010011112","12","","","","Localidad con dos viviendas."
"852","010011112","13","Santa Elena","Aguascalientes","Indefinida","Conteo de 1995."
"852","010011112","14","Santa Elena","Aguascalientes","Indefinida","Censo de 2000."
"852","010011112","15","Santa Elena","Aguascalientes","Indefinida","Conteo de 2005."
"852","010011112","16","Santa Elena","Aguascalientes","Indefinida","Censo de 2010."
"853","010011113","1","Santa Elena (Tres Pelonas)","Aguascalientes","Indefinida","Censo de 1990."
"853","010011113","2","Santa Elena (Tres Pelonas)","Aguascalientes","Indefinida","Conteo de 1995."
"853","010011113","3","","","","Localidad con una vivienda."
"853","010011113","4","Santa Elena (Tres Pelonas)","Aguascalientes","Indefinida","Censo de 2000."
"853","010011113","5","Santa Elena (Tres Pelonas)","Aguascalientes","Indefinida","Conteo de 2005."
"853","010011113","6","Santa Elena (Tres Pelonas)","Aguascalientes","Indefinida","Censo de 2010."
"854","010011114","1","Santa Inés","Aguascalientes","Indefinida","Censo de 1990."
"854","010011114","2","Santa Inés","Aguascalientes","Indefinida","Conteo de 1995."
"854","010011114","3","Santa Inés","Aguascalientes","Indefinida","Censo de 2000."
"854","010011114","4","Santa Inés","Aguascalientes","Indefinida","Conteo de 2005."
"854","010011114","5","Santa Inés","Aguascalientes","Indefinida","Censo de 2010."
"855","010011115","1","Santa Teresa","Aguascalientes","Indefinida","Censo de 1990."
"855","010011115","2","Santa Teresa","Aguascalientes","Indefinida","Conteo de 1995."
"855","010011115","3","Santa Teresa","Aguascalientes","Indefinida","Censo de 2000."
"855","010011115","4","Santa Teresa","Aguascalientes","Indefinida","Conteo de 2005."
"855","010011115","5","Santa Teresa","Aguascalientes","Indefinida","Censo de 2010."
"856","010011116","1","Santa Carmen (San Víctor)","Aguascalientes","Indefinida","Censo de 1990."
"856","010011116","2","El Carmen","Aguascalientes","Indefinida","Conteo de 1995."
"856","010011116","3","","","","Cambio de nombre de la localidad."
"856","010011116","4","","","","Localidad con una vivienda."
"856","010011116","5","El Carmen","Aguascalientes","Indefinida","Censo de 2000."
"856","010011116","6","El Carmen","Aguascalientes","Indefinida","Conteo de 2005."
"856","010011116","7","El Carmen","Aguascalientes","Indefinida","Censo de 2010."
"857","010011117","1","Santa Mónica (La Toraya)","Aguascalientes","Indefinida","Censo de 1990."
"857","010011117","2","","","","Localidad con dos viviendas."
"857","010011117","3","Localidad Sin Nombre","Aguascalientes","Indefinida","Conteo de 1995."
"857","010011117","4","","","","Localidad con dos viviendas."
"857","010011117","5","Localidad Sin Nombre","Aguascalientes","Indefinida","Censo de 2000."
"857","010011117","6","","","","Baja de la localidad."
"858","010011118","1","Viñedos Santa María","Aguascalientes","Rancho","Censo de 1970."
"858","010011118","2","Viñedos Santa María","Aguascalientes","Colonia","Censo de 1980."
"858","010011118","3","","","","Hasta este evento estuvo registrada con clave 010010491."
"858","010011118","4","Santa María U. V. A. S. A.","Aguascalientes","Indefinida","Censo de 1990."
"858","010011118","5","","","","Cambio de nombre de la localidad."
"858","010011118","6","","","","A partir de este evento cambia a la clave 010011118."
"858","010011118","7","Bonaterra","Aguascalientes","Indefinida","Conteo de 1995."
"858","010011118","8","","","","Cambio de nombre de la localidad."
"858","010011118","9","","","","Localidad con una vivienda."
"858","010011118","10","San Agustín","Aguascalientes","Indefinida","Censo de 2000."
"858","010011118","11","","","","Cambio de nombre de la localidad."
"858","010011118","12","San Agustín","Aguascalientes","Indefinida","Conteo de 2005."
"858","010011118","13","San Agustín","Aguascalientes","Indefinida","Censo de 2010."
"858","010011118","14","","","","Localidad no habitada."
"859","010011119","1","El Sabino (San Román)","Aguascalientes","Indefinida","Censo de 1990."
"859","010011119","2","","","","Localidad con una vivienda."
"859","010011119","3","El Sabino (San Román)","Aguascalientes","Indefinida","Conteo de 1995."
"859","010011119","4","","","","Localidad con dos viviendas."
"859","010011119","5","El Sabino (San Román)","Aguascalientes","Indefinida","Censo de 2000."
"859","010011119","6","El Sabino (San Román)","Aguascalientes","Indefinida","Conteo de 2005."
"859","010011119","7","El Sabino (San Román)","Aguascalientes","Indefinida","Censo de 2010."
"860","010011120","1","Sauce Amarillo","Aguascalientes","Indefinida","Censo de 1990."
"860","010011120","2","","","","Localidad con una vivienda."
"860","010011120","3","El Sauz Amarillo","Aguascalientes","Indefinida","Conteo de 1995."
"860","010011120","4","","","","Cambio de nombre de la localidad."
"860","010011120","5","","","","Localidad con una vivienda."
"860","010011120","6","El Sauz Amarillo","Aguascalientes","Indefinida","Censo de 2000."
"860","010011120","7","El Sauz Amarillo","Aguascalientes","Indefinida","Conteo de 2005."
"860","010011120","8","El Sauz Amarillo","Aguascalientes","Indefinida","Censo de 2010."
"860","010011120","9","","","","Localidad no habitada."
"861","010011121","1","La Soledad","Aguascalientes","Indefinida","Censo de 1990."
"861","010011121","2","","","","Localidad con una vivienda."
"861","010011121","3","La Soledad","Aguascalientes","","Decreto No. 162 del 30 de enero de 1992."
"861","010011121","4","","","","Pasa al municipio El Llano 010 con clave 0110."
"861","010011121","5","La Soledad","Aguascalientes","Indefinida","Conteo de 1995."
"861","010011121","6","","","","Baja de la localidad."
"862","010011123","1","El Salero 2do.","Aguascalientes","Rancho","Censo de 1950."
"862","010011123","2","El Salero 2do.","Aguascalientes","Rancho","Censo de 1960."
"862","010011123","3","","","","Baja de la localidad."
"862","010011123","4","El Salero","Aguascalientes","Indefinida","Censo de 1990."
"862","010011123","5","","","","Localidad rehabilitada."
"862","010011123","6","","","","Cambio de nombre de la localidad."
"862","010011123","7","","","","Localidad con una vivienda."
"862","010011123","8","El Salero","Aguascalientes","Indefinida","Conteo de 1995."
"862","010011123","9","","","","Localidad con una vivienda."
"862","010011123","10","El Salero","Aguascalientes","Indefinida","Censo de 2000."
"862","010011123","11","El Salero","Aguascalientes","Indefinida","Conteo de 2005."
"862","010011123","12","El Salero","Aguascalientes","Indefinida","Censo de 2010."
"863","010011124","1","La Soledad","Aguascalientes","Indefinida","Censo de 1990."
"863","010011124","2","","","","Localidad con dos viviendas."
"863","010011124","3","La Soledad","Aguascalientes","","Decreto No. 162 del 30 de enero de 1992."
"863","010011124","4","","","","Pasa al municipio El Llano 010 con clave 0111."
"863","010011124","5","La Soledad","Aguascalientes","Indefinida","Conteo de 1995."
"863","010011124","6","","","","Baja de la localidad."
"864","010011125","1","Salero","Aguascalientes","Rancho","Censo de 1910."
"864","010011125","2","El Salero","Aguascalientes","Rancho","Censo de 1940."
"864","010011125","3","El Salero 1ro.","Aguascalientes","Rancho","Censo de 1950."
"864","010011125","4","","","","Cambio de nombre de la localidad."
"864","010011125","5","El Salero","Aguascalientes","Rancho","Censo de 1960."
"864","010011125","6","","","","Cambio de nombre de la localidad."
"864","010011125","7","El Salero","Aguascalientes","Rancho","Censo de 1970."
"864","010011125","8","","","","Baja de la localidad."
"864","010011125","9","El Salero","Aguascalientes","Rancho","Censo de 1990."
"864","010011125","10","","","","Localidad rehabilitada."
"864","010011125","11","","","","Localidad con una vivienda."
"864","010011125","12","El Salero","Aguascalientes","","Decreto No. 162 del 30 de enero de 1992."
"864","010011125","13","","","","Pasa al municipio El Llano 010 con clave 0076."
"864","010011125","14","El Salero","Aguascalientes","Indefinida","Conteo de 1995."
"864","010011125","15","","","","Baja de la localidad."
"865","010011127","1","Sandovales de Abajo","Aguascalientes","Indefinida","Censo de 1990."
"865","010011127","2","Sandovales de Abajo","Aguascalientes","Indefinida","Conteo de 1995."
"865","010011127","3","Sandovales de Abajo","Aguascalientes","Indefinida","Censo de 2000."
"865","010011127","4","Sandovales de Abajo","Aguascalientes","Indefinida","Conteo de 2005."
"865","010011127","5","Sandovales de Abajo","Aguascalientes","Indefinida","Censo de 2010."
"866","010011128","1","Sandovales de Arriba","Aguascalientes","Rancho","Censo de 1910."
"866","010011128","2","Sandovales de Arriba","Aguascalientes","Rancho","Censo de 1921."
"866","010011128","3","Sandovales de Arriba","Aguascalientes","Rancho","Censo de 1930."
"866","010011128","4","Sandovales de Arriba","Aguascalientes","Rancho","Censo de 1940."
"866","010011128","5","Sandovales de Arriba","Aguascalientes","Rancho","Censo de 1950."
"866","010011128","6","Sandovales de Arriba","Aguascalientes","Rancho","Censo de 1960."
"866","010011128","7","Sandovales de Arriba","Aguascalientes","Indefinida","Censo de 1990."
"866","010011128","8","Sandovales de Arriba","Aguascalientes","Indefinida","Conteo de 1995."
"866","010011128","9","Sandovales de Arriba","Aguascalientes","Indefinida","Censo de 2000."
"866","010011128","10","Sandovales de Arriba","Aguascalientes","Indefinida","Conteo de 2005."
"866","010011128","11","Sandovales de Arriba","Aguascalientes","Indefinida","Censo de 2010."
"867","010011130","1","La Lagunita","Aguascalientes","Indefinida","Censo de 1990."
"867","010011130","2","La Lagunita","Aguascalientes","Indefinida","Conteo de 1995."
"867","010011130","3","","","","Baja de la localidad."
"868","010011131","1","El Gato","Aguascalientes","Rancho","Censo de 1910."
"868","010011131","2","El Gato","Aguascalientes","Rancho","Censo de 1921."
"868","010011131","3","El Gato","Aguascalientes","Rancho","Censo de 1930."
"868","010011131","4","El Gato","Aguascalientes","Rancho","Censo de 1940."
"868","010011131","5","","","","Localidad no habitada."
"868","010011131","6","El Gato","Aguascalientes","Rancho","Censo de 1950."
"868","010011131","7","","","","Baja de la localidad."
"868","010011131","8","Tanque los Gatos","Aguascalientes","Indefinida","Censo de 1990."
"868","010011131","9","","","","Localidad rehabilitada."
"868","010011131","10","","","","Cambio de nombre de la localidad."
"868","010011131","11","El Gato","Aguascalientes","Indefinida","Conteo de 1995."
"868","010011131","12","","","","Cambio de nombre de la localidad."
"868","010011131","13","El Gato","Aguascalientes","Indefinida","Censo de 2000."
"868","010011131","14","El Gato","Aguascalientes","Indefinida","Conteo de 2005."
"868","010011131","15","El Gato","Aguascalientes","Indefinida","Censo de 2010."
"869","010011132","1","Tampiquito","Aguascalientes","Indefinida","Censo de 1990."
"869","010011132","2","","","","Localidad con dos viviendas."
"869","010011132","3","Tampiquito","Aguascalientes","","Decreto No. 162 del 30 de enero de 1992."
"869","010011132","4","","","","Pasa al municipio El Llano 010 con clave 0113."
"869","010011132","5","Tampiquito","Aguascalientes","Indefinida","Conteo de 1995."
"869","010011132","6","","","","Baja de la localidad."
"870","010011133","1","Tanque de la Cruz","Aguascalientes","Indefinida","Censo de 1990."
"870","010011133","2","","","","Localidad con una vivienda."
"870","010011133","3","Tanque de la Cruz","Aguascalientes","Indefinida","Conteo de 1995."
"870","010011133","4","","","","Localidad con una vivienda."
"870","010011133","5","Tanque de la Cruz","Aguascalientes","Indefinida","Censo de 2000."
"870","010011133","6","Tanque de la Cruz","Aguascalientes","Indefinida","Conteo de 2005."
"870","010011133","7","","","","Localidad no habitada."
"870","010011133","8","Tanque de la Cruz","Aguascalientes","Indefinida","Censo de 2010."
"870","010011133","9","","","","Localidad no habitada."
"871","010011135","1","El Tejón de J. R.","Aguascalientes","Indefinida","Censo de 1990."
"871","010011135","2","","","","Localidad con una vivienda."
"871","010011135","3","El Tejón de J. R.","Aguascalientes","","Decreto No. 162 del 30 de enero de 1992."
"871","010011135","4","","","","Pasa al municipio El Llano 010 con clave 0023."
"871","010011135","5","El Tejón de J. R.","Aguascalientes","Indefinida","Conteo de 1995."
"871","010011135","6","","","","Baja de la localidad."
"872","010011136","1","La Tijera","Aguascalientes","Indefinida","Censo de 1990."
"872","010011136","2","","","","Localidad con una vivienda."
"872","010011136","3","La Tijera","Aguascalientes","Indefinida","Conteo de 1995."
"872","010011136","4","","","","Localidad con dos viviendas."
"872","010011136","5","La Tijera","Aguascalientes","Indefinida","Censo de 2000."
"872","010011136","6","La Tijera","Aguascalientes","Indefinida","Conteo de 2005."
